k number
1  2
1  2
1  2
2  3
2  3
3  4
4  5
5  6
7  8
9  10
12  13
15  16
20  21
25  26
33  31
42  36
54  42
70  48
90  55
115  59
148  60
190  60
244  64
314  65
403  66
518  67
665  68
854  69
1096  70
1408  70
1808  71
