k number
1  2
1  2
1  2
2  3
2  3
3  3
4  3
5  3
7  3
9  3
12  3
15  3
20  3
25  3
33  3
42  3
54  3
70  3
90  3
115  3
148  3
190  3
244  3
314  3
403  3
518  3
665  3
854  3
1096  132 - 
1408  134 - 
1808  135 - 
