k number
1  8
1  8
1  8
2  15
2  15
3  22
4  28
5  35
7  50
9  65
12  91
15  115
20  157
25  197
33  265
42  342
54  445
70  585
90  760
115  986
148  1002 - 
190  1002 - 
244  1002 - 
314  1002 - 
403  1002 - 
518  1002 - 
665  1002 - 
854  1002 - 
1096  1002 - 
1408  1002 - 
1808  1002 - 
