n iter abs rel cond
10 8 6,408e-02 3,266e-03 7,980e+06
16 8 3,907e-01 1,010e-02 5,256e+05
26 9 5,697e-01 7,235e-03 8,607e+05
42 9 2,318e+00 1,449e-02 1,821e+05
69 11 3,546e+00 1,060e-02 3,416e+05
113 14 5,644e+00 8,084e-03 5,808e+05
186 12 1,955e+01 1,330e-02 1,581e+05
306 15 3,205e+01 1,035e-02 2,741e+05
504 18 5,429e+01 8,299e-03 4,242e+05
830 18 1,678e+02 1,215e-02 1,597e+05
1000 21 1,440e+02 7,884e-03 4,207e+05
